זמן תשובה,רב,תשובה
2024-05-01 15:37:55,הרב צביקה,אם זה בגד שרק נשים לובשים יש איסור
2024-07-01 09:30:14,הרב צביקה,"צריך לשרות במים עם קצת סבון כלים, לשטוף והסתכל."
2024-07-01 12:22:34,הרב צביקה,אם זה הפקר לא צריך
2024-07-01 20:52:29,הרב צביקה,אפשר
2024-07-01 21:21:05,הרב צביקה,להסתכל באופן כללי אפשר להסתכל על כמה עלים ביחד
2024-08-01 17:07:10,הרב צביקה,אדמה
2024-09-01 17:51:05,הרב צביקה,"אם אתה מכיר צריך להודיע , אם לא , ניתן לקחת"
2024-11-01 19:43:45,הרב צביקה,1. מותר
2024-12-01 11:39:26,הרב צביקה,אפשר לקחת כדי שלא יפריע לאחרים
2024-12-01 14:10:16,הרב צביקה,בבית ראוי למצוא פתרון קבע אחר.
2024-12-01 15:53:58,הרב צביקה,מותר
2024-01-02 09:47:05,הרב צביקה,מבושל אין קביעות סעודה
2024-01-02 15:22:49,הרב צביקה,לא
2024-01-02 21:19:15,הרב צביקה,חובה לעשר
2024-01-02 21:19:34,הרב צביקה,להטץוציא קצת יותר מאחד ממאה
2024-02-02 16:02:36,הרב צביקה,כן
2024-04-02 04:50:45,הרב צביקה,"1. 3. לא. גם אם נרדם לא, אק שנת קבע במיטה."
2024-04-02 08:08:22,הרב צביקה,כן
2024-04-02 08:09:17,הרב צביקה,מותר בעמידה
2024-04-02 08:13:50,הרב צביקה,לא יודע
2024-04-02 15:52:37,הרב צביקה,שיעשה מה שהוא יכול.
2024-04-02 19:58:22,הרב צביקה,יכול לזמן ושהם יענו
2024-04-02 21:42:21,הרב צביקה,צריך לחתוך עם סכין מלמעלה למטה להפריד בין הגרעינים ולראות שלא נגוע
2024-05-02 09:15:55,הרב צביקה,ניתן להקל
2024-05-02 14:18:00,הרב צביקה,"לפי השו""ע רק ארבעה יכולים לברך : אסיר שהשתחרר, חולה שהתרפא, יורדי הים, הולכי דרכים"
2024-05-02 14:23:05,הרב צביקה,1. טפלון בעיה להכשיר כי הציפוי יורד אם עושים ליבון ויש חשש שאדם לא יכשיר כראוי
2024-06-02 13:30:44,הרב צביקה,בבית כנסת יש יותר מקום להחמיר שלא לדבר סתם דיבורים שאינם של קודש
2024-06-02 15:47:04,הרב צביקה,בהלכות נזיקין אדם חייב בין מזיד בין שוגג
2024-06-02 18:52:47,הרב צביקה,עדיף שלא
2024-06-02 19:51:22,הרב צביקה,לכתחילה לא תקין
2024-06-02 22:23:35,הרב צביקה,מלך שיכול להרוג
2024-07-02 10:18:05,הרב צביקה,אם הם עניים מותר
2024-07-02 12:58:19,הרב צביקה,חיילים שכרגע חסר להם נחשבים עניים
2024-07-02 12:58:23,הרב צביקה,מי שחסר לו צרכים מינימלים
2024-07-02 17:26:59,הרב צביקה,חובה - שולחן ערוך
2024-07-02 17:27:22,הרב צביקה,כדי לחזור על הפרשה לפני הקריאה בשבת
2024-07-02 19:59:51,הרב צביקה,1. צריך לשלם.
2024-07-02 20:34:49,הרב צביקה,אם זה סכום קטן ואתה מחזיר לו אותו רסק זה בסדר
2024-07-02 21:25:39,הרב צביקה,כן
2024-08-02 19:16:01,הרב צביקה,האוכל - תלוי היה היה בן יומו כלומר שעבר 24 שעות מהבישול הבשרי.
2024-08-02 20:12:39,הרב צביקה,"1. אם הוא התנה את המתנה לשם משהו, צריך לעשות כרצונו"
2024-09-02 08:52:24,הרב צביקה,לא טוב
2024-09-02 11:54:44,הרב צביקה,"1. מי שהתפלל ולא אמר יעלה ויבוא צריך לחזור ולהתפלל שמונה עשרה (חוץ מערבית בר""ח) ."
2024-09-02 14:02:54,הרב צביקה,"1. אם המחבת לא הגיע לחום של יד סולדת לפני שהורידו את הבשר, מספיק נקיון."
2024-09-02 14:04:50,הרב צביקה,"2. של""ה מסכת שבועות פרק נר מצוה"
2024-09-02 14:06:22,הרב צביקה,"3. בגלל שהקב""ה קרא שוב ליעקב ""יעקב"" גם לאחר שקרא לו ישראל, לכן קוראים ליעקב גם יעקב וגם ישראל, אלו שני שמות שמסמלים שתי מדרגות אצל יעקב, יעקב = קטנות, ישראל = גדלות"
2024-09-02 14:15:50,הרב צביקה,מתוך ספר איש צדיק היה על רבי אריה לוין
2024-09-02 14:45:31,הרב צביקה,"ברכות יג ע""א"
2024-09-02 16:42:03,הרב צביקה,אם ניפחו לפני שבת אפשר
2024-11-02 20:08:02,הרב צביקה,אריות
2024-11-02 20:17:52,הרב צביקה,לנקות שוב עם מים וסבון
2024-12-02 04:49:14,הרב צביקה,לספרדים - אם קם אחר חצות מברך הכל ולא מברך בבוקר
2024-12-02 06:03:01,הרב צביקה,1. אין מצוות השבת אבידה לגוי
2024-12-02 14:19:26,הרב צביקה,"אם הקרע אינו על אותיות או בין אותיות לא פסול, אבל צריך לתקן אחרת זה ימשיך להקרע"
2024-12-02 14:45:21,הרב צביקה,לתקן בצד
2024-12-02 17:25:00,הרב צביקה,אם זה 100 אחוז חלב פרה מותר
2024-12-02 19:30:43,הרב צביקה,לא נראה שגוגל נאמן
2024-12-02 19:31:06,הרב צביקה,במדינות מתוקנות עם משרד בריאות אפשר לסמוך על מה שכתוב
2024-12-02 20:45:45,הרב צביקה,לא משנה מתי העיקר להניח לפני השקיעה
2024-01-03 11:13:14,הרב צביקה,בבית שישנים
2024-03-03 13:08:25,הרב צביקה,1. לשתות אפשר עד ישתבח
2024-03-03 17:47:39,הרב צביקה,אם לא ידוע שנגע חלב אסור לאכול עם בשרי אבל לא צריך להמתין.
2024-03-03 17:50:03,הרב צביקה,לא לאכול עם בשרי
2024-04-03 13:00:20,הרב צביקה,מברכים כשיוצאים לדרך של מעל פרסה (72 דקות ) פעם אחת ביום
2024-04-03 14:02:54,הרב צביקה,בלי שם ה'
2024-04-03 19:07:12,הרב צביקה,הוא שומר חינם ופטור מגניבה ואבידה
2024-04-03 20:14:33,הרב צביקה,המרק מותר
2024-05-03 04:45:55,הרב צביקה,לא
2024-05-03 13:20:08,הרב צביקה,כן
2024-05-03 15:27:04,הרב צביקה,אם מים נכנסים שם זה בסדר
2024-05-03 19:27:14,הרב צביקה,רגיל
2024-06-03 07:51:54,הרב צביקה,מותר וכדאי
2024-06-03 07:52:33,הרב צביקה,אפשר לתת גם את ההחזר לצדקה.
2024-06-03 13:24:47,הרב צביקה,אם עלו אדים או היתה לחות הלחם בשרי
2024-06-03 23:21:44,הרב צביקה,לאשכנזים הכל חלבי
2024-07-03 09:53:59,הרב צביקה,אם זה היום שהוא בן 13 לא אומריםתחנון
2024-07-03 14:06:38,הרב צביקה,אפשר לעלות בערב פסח לפני חצות היום.
2024-07-03 17:08:41,הרב צביקה,"הסעודה הראשונה שחוזרים מההלויה צריכים השכנים והחברים לתת לאבלים, וזו נקראת סעודת הבראה."
2024-07-03 17:08:54,הרב צביקה,סעודת פורים שיעשו רק עם המשפחה הקרובה
2024-07-03 17:41:50,הרב צביקה,"תלוי אם ההנחה היא דווקא לו, לרוב בחנויות מטרת הכרטיס חבר לגרום לקנות בחנות, ולכן הם לא מקפידים שמישהו אחר יקנה אצלם עם ההנחה."
2024-07-03 18:19:51,הרב צביקה,זה יותר בעייתי
2024-07-03 20:16:25,הרב צביקה,אין הגבלה
2024-08-03 11:51:19,הרב צביקה,קשה מאד להקפיד על זה
2024-09-03 19:22:23,הרב צביקה,1. לכתחילה צריך 3 סעודות על לחם.
2024-09-03 20:06:18,הרב צביקה,מותר מבלי להפסיק בדיבור
2024-09-03 20:13:48,הרב צביקה,א באדר ב
2024-09-03 21:18:11,הרב צביקה,צריך לראות שמי שנתן את הכרטיס הנחה מתיר למישהו אחר להשתמש
2024-10-03 10:19:51,הרב צביקה,גם לספרדים צריך להוריד תפילין לפני מוסף
2024-10-03 10:21:12,הרב צביקה,לא משנה
2024-10-03 11:19:01,הרב צביקה,יכולה
2024-10-03 16:19:16,הרב צביקה,לטעום קצת שלא תהיה ברכב לבטלה
2024-10-03 16:20:28,הרב צביקה,ברכה לבטלה לדעת הספרדים זה איסור תורה.
2024-10-03 16:38:29,הרב צביקה,אפשר
2024-10-03 18:31:33,הרב צביקה,אם הכפית היתה נקיה הכל פרווה
2024-10-03 21:08:26,הרב צביקה,סכום שניתן לקנות 2 מנות אוכל
2024-10-03 21:09:14,הרב צביקה,מחצית השקל לדעת הספרדים משערים על פי שווי הכסף בשוק
2024-10-03 21:42:52,הרב צביקה,בגלל שזה רק זכר לא חייבים לדייק
2024-11-03 07:12:53,הרב צביקה,"נשים לא חייבות, אך המנהג שנותנות"
2024-11-03 14:29:54,הרב צביקה,"אם אכלת רק מהפסטה וראית שאין בה חתיכות של עוף , יכול לרכול חלבי"
2024-11-03 16:04:55,הרב צביקה,אסור בגלל מלאכת לש
2024-11-03 16:05:02,הרב צביקה,פירה וקוסקוס
2024-11-03 16:56:22,הרב צביקה,אם הרוטב בשרי והפסטה התערבבה בו אז הפסטה בשרית
2024-12-03 08:46:14,הרב צביקה,לכתחילה לא עושים כלום לפני התפילה.
2024-12-03 09:23:15,הרב צביקה,כן
2024-12-03 12:52:27,הרב צביקה,אפשרי
2024-12-03 12:52:39,הרב צביקה,עדיף
2024-01-04 07:04:41,הרב צביקה,"כן, לספרדיה"
2024-01-04 07:04:53,הרב צביקה,"כן, לאחר חולי רציני"
2024-01-04 12:59:39,הרב צביקה,‎This message was deleted.
2024-01-04 13:00:13,הרב צביקה,1. אם נמצא בבית בליל הבדיקה מברך.
2024-01-04 13:16:28,הרב צביקה,נכון
2024-01-04 13:16:45,הרב צביקה,זה ביום שישי לעניין שהיה
2024-01-04 13:45:20,הרב צביקה,אם זה גרוף וקטום מותר
2024-01-04 13:59:12,הרב צביקה,צריך עדיין למנוע מנגיעה בכפתורים בזמן שפועל
2024-01-04 18:15:16,הרב צביקה,לא עוברים על חמץ שלא שלו
2024-01-04 18:29:01,הרב צביקה,מעלית שבת מותר לעלות.
2024-02-04 07:00:11,הרב צביקה,"אם אמרת לו והוא לא דורש תשלום, אתה לא צריך לעשות יותר כלום."
2024-02-04 12:59:35,הרב צביקה,1. אם זה לקח מעל 72 דקות.
2024-02-04 17:46:00,הרב צביקה,ויסקי נעשה כולו מחיטה
2024-02-04 18:00:45,הרב צביקה,יש בעיה להשאיר אותו לילה אלא אם כן השאירו לו טיפה מהראש או חלק מהקליפה
2024-02-04 18:57:10,הרב צביקה,נכון
2024-02-04 20:44:23,הרב צביקה,מברכים רק על מלך שיכול להרוג
2024-03-04 09:39:07,הרב צביקה,לא נכון.
2024-03-04 09:49:54,הרב צביקה,אם אתה לא צמא
2024-03-04 13:38:05,הרב צביקה,צריך לכסות אותו
2024-03-04 17:36:46,הרב צביקה,"הרב פיינשטין החמיר לאכול אשכולית בכפית שיוצא מיץ תוך כדי אכילה, אבל בשש""כ מיקל."
2024-03-04 22:35:52,הרב צביקה,שמן קנולה להרבה פוסקים אין בעיה גם לאשכנזים.
2024-03-04 23:34:33,הרב צביקה,מספיק כשר לפסח
2024-04-04 14:50:21,הרב צביקה,רק פירות וירקות
2024-04-04 15:27:47,הרב צביקה,אין איסור
2024-04-04 21:16:25,הרב צביקה,לערבב עם קצת שמן ואז מותר
2024-04-04 23:38:09,הרב צביקה,עדיף לא בלילה
2024-05-04 08:12:05,הרב צביקה,אם צריך להטעין מותר
2024-07-04 04:51:26,הרב צביקה,כן
2024-07-04 07:05:19,הרב צביקה,עץ נוי אפשר להרוג ולא רק להעביר
2024-07-04 09:58:07,הרב צביקה,כן
2024-07-04 10:20:10,הרב צביקה,כן
2024-07-04 10:24:40,הרב צביקה,הרבה מקילים בזה בימינו.
2024-07-04 10:48:56,הרב צביקה,תקופת טבת - היום הכי קצר בשנה.
2024-08-04 04:53:21,הרב צביקה,"צריך שהכיפה תהיה מכסה את רוב הראש, או לפחות שיראו אותה מכל צד."
2024-08-04 07:09:48,הרב צביקה,"1. אשה צריכה לברך, ובעלה לא יכול להוציא אותה."
2024-08-04 14:36:24,הרב צביקה,מותר
2024-08-04 15:48:25,הרב צביקה,עדיף שמורה
2024-08-04 18:22:26,הרב צביקה,אפשר לסמוך על המכירת חמץ
2024-09-04 06:52:15,הרב צביקה,"לסמן לו שיחכה רגע. ,🤌"
2024-09-04 07:22:44,הרב צביקה,כן
2024-09-04 07:22:56,הרב צביקה,אפשר אחר כך להסביר לו
2024-09-04 16:49:11,הרב צביקה,לא
2024-09-04 19:54:08,הרב צביקה,חוזרים
2024-09-04 23:21:02,הרב צביקה,לא
2024-10-04 09:30:42,הרב צביקה,יצאת
2024-10-04 09:32:24,הרב צביקה,לעצור ולהוריד
2024-10-04 09:34:53,הרב צביקה,רק להוריד ולשים על השולחן
2024-10-04 10:52:33,הרב צביקה,שיצרו את זה לפני הפסח
2024-10-04 14:29:59,הרב צביקה,אפשר למכור
2024-10-04 14:30:47,הרב צביקה,ספק חמץ
2024-10-04 15:32:36,הרב צביקה,ראוי לגנוז
2024-10-04 15:45:36,הרב צביקה,לא
2024-10-04 15:51:31,הרב צביקה,מספיק שאמרה פעם אחת
2024-10-04 19:10:26,הרב צביקה,לא
2024-11-04 09:44:18,הרב צביקה,אותו דבר
2024-11-04 12:34:13,הרב צביקה,כן
2024-11-04 17:27:26,הרב צביקה,1. קלף עם כתב עליו צריך גניזה חמורה.
2024-11-04 21:03:05,הרב צביקה,כן
2024-12-04 11:12:36,הרב צביקה,כן
2024-12-04 11:45:26,הרב צביקה,אפשר
2024-12-04 12:12:06,הרב צביקה,כן
2024-12-04 18:22:07,הרב צביקה,1. חמץ.
2024-01-05 20:03:42,הרב צביקה,יש בזה מחלוקת
2024-01-05 20:06:55,הרב צביקה,יש אוסרים כי מטרתם להעבירנו על דתנו
2024-01-05 20:07:02,הרב צביקה,ללחימה נראה שניתן להקל
2024-01-05 20:09:42,הרב צביקה,לכן ללחימה נראה שניתן להקל יותר
2024-01-05 20:11:14,הרב צביקה,"כנ""ל"
2024-02-05 12:20:28,הרב צביקה,לא
2024-02-05 12:20:44,הרב צביקה,אם הוא מכר מותר
2024-02-05 12:21:00,הרב צביקה,רק דברים שהם לא חמץ
2024-02-05 12:22:08,הרב צביקה,המכירה תופסת כי עושים קניינים הלכתיים ולא צריך שהקונה יקח בפועל.
2024-02-05 12:22:54,הרב צביקה,"אם כל אחד שקצת מבין בזה יכול לראות. זה נהפך להפקר ומותר , יש פוסקים שמחמירים בכל זאת"
2024-02-05 22:59:53,הרב צביקה,אם זה המנהג
